condition,split,sign,q8,feature,feature_group,n_proteins,n_selected_segments,n_control_segments,selected_macro_protein_mean,control_macro_protein_mean,selected_minus_control_macro_mean,ci95_low,ci95_high,inference_eligible,wilcoxon_p_two_sided,wilcoxon_q_bh
esm2_top4_bilstm_attn,validation,1,S,mean_cross_domain_contact_fraction,inter_domain_geometry,83,154,234,0.04214755848791993,0.03399004179985247,0.00815751668806746,-0.021415377056592598,0.03773041043272752,True,0.7345083987018111,0.7961419051116023
esm2_top4_bilstm_attn,validation,1,S,ca_end_to_end_ratio,experimental_geometry,24,31,34,0.9370365572384681,0.9831703235603976,-0.0461337663219295,-0.10473954388938189,0.012472011245522899,True,0.47221168404601177,0.5640556837324543
esm2_top4_bilstm_attn,validation,1,E,mean_ca_curvature_degrees,experimental_geometry,21,22,89,58.02191173423427,58.22640727803008,-0.2044955437958104,-4.9542880209306785,4.545296933339057,True,0.7676577617530682,0.8220959791846835
esm2_top4_bilstm_attn,validation,1,E,max_ca_curvature_degrees,experimental_geometry,21,22,89,71.72329830273684,71.90969351498634,-0.1863952122495102,-6.361147042325924,5.988356617826903,True,0.9584199496651095,0.9689021866208426
esm2_top4_bilstm_attn,validation,1,E,mean_abs_ca_virtual_torsion_degrees,experimental_geometry,21,22,89,110.09008301178449,142.78638563756263,-32.69630262577814,-45.5649598601493,-19.827645391406975,True,7.980221938929199e-05,0.00025664787840630325
esm2_top4_bilstm_attn,validation,1,E,max_abs_ca_virtual_torsion_degrees,experimental_geometry,21,22,89,152.01812492564136,169.8748589382702,-17.856734012628873,-35.44582054251286,-0.2676474827448807,True,0.16977498788033196,0.2462722097976416
esm2_top4_bilstm_attn,validation,1,E,mean_contact_degree,contact_network,21,22,89,5.4255772005772,7.614717110805548,-2.189139910228346,-2.894421259750457,-1.483858560706235,True,0.00021416842485661879,0.0006363978099826904
esm2_top4_bilstm_attn,validation,1,E,max_contact_degree,contact_network,21,22,89,7.809523809523809,9.394349962207105,-1.5848261526832954,-2.975835267146683,-0.1938170382199078,True,0.03108747265526116,0.057844904476396654
esm2_top4_bilstm_attn,validation,1,E,mean_inverse_distance_weighted_degree,contact_network,21,22,89,0.8787192280268729,1.252342377554915,-0.37362314952804204,-0.4922091983694593,-0.2550371006866248,True,0.00014125368757832353,0.00043460534189944817
esm2_top4_bilstm_attn,validation,1,E,max_inverse_distance_weighted_degree,contact_network,21,22,89,1.2707636639071969,1.5332870496497304,-0.2625233857425335,-0.4938802045505385,-0.031166566934528434,True,0.0298290379406944,0.05573554847735248
esm2_top4_bilstm_attn,validation,1,E,mean_betweenness,contact_network,21,22,89,0.013372313627351725,0.02055735384974435,-0.007185040222392623,-0.013999145945541469,-0.0003709344992437755,True,0.03863248475560448,0.07012237240374883
esm2_top4_bilstm_attn,validation,1,E,max_betweenness,contact_network,21,22,89,0.03769803086733374,0.038983720485955144,-0.0012856896186213976,-0.02264295009298951,0.020071570855746717,True,0.614271268095052,0.694470880312887
esm2_top4_bilstm_attn,validation,1,E,mean_closeness,contact_network,21,22,89,0.17743606302858236,0.1949924605496191,-0.01755639752103674,-0.03206264973160411,-0.0030501453104693713,True,0.05372470829093752,0.09392809738113574
esm2_top4_bilstm_attn,validation,1,E,mean_participation_coefficient,contact_network,21,22,89,0.18873426545484775,0.20251395773787798,-0.013779692283030201,-0.10501311933630655,0.07745373477024614,True,0.6893679346514224,0.7577229830240318
esm2_top4_bilstm_attn,validation,1,E,community_boundary_fraction,contact_network,21,22,89,0.469078540507112,0.515652085117788,-0.04657354461067613,-0.23612258112157086,0.14297549190021863,True,0.6513774432194126,0.7256613996806428
esm2_top4_bilstm_attn,validation,1,E,mean_distance_to_domain_boundary,inter_domain_geometry,21,22,87,36.69047619047619,40.36145124716553,-3.670975056689342,-15.673554885133195,8.331604771754511,True,0.3944570025144395,0.4885390609588502
