condition,split,sign,label,metric,metric_kind,directional_hypothesis,n_proteins,observed_macro_protein_mean,null_mean,delta,ratio_observed_to_null,null_std,null_z,p_upper,p_lower,p_two_sided,p_upper_q_bh,p_lower_q_bh,p_two_sided_q_bh
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,q8_is_S,binary,upper,207,0.0,0.03195058931982418,-0.03195058931982418,0.0,0.0061981867875733464,-5.154828406249623,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,q8_turn_or_bend_TS,binary,upper,207,0.0029522275899087494,0.11951623201125541,-0.11656400442134666,0.024701478119145557,0.011441112082893296,-10.188170833116187,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,q8_loop_turn_bend_CTS,binary,upper,207,0.01981697378116815,0.4144909118008543,-0.39467393801968614,0.0478103939482499,0.01698259636418651,-23.239905698517823,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,structured_linker_loop,binary,upper,207,0.010637778753720782,0.29010868018660013,-0.27947090143287934,0.036668253934623675,0.015134563849290262,-18.465738703529617,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,q3_boundary_within2,binary,upper,207,0.24509297852221976,0.6490460059804579,-0.40395302745823813,0.37762034780874876,0.01706505056488234,-23.67136422610555,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,q8_boundary_within2,binary,upper,207,0.2349680209121812,0.7072288252399931,-0.4722608043278119,0.3322376188957604,0.015873728546408606,-29.751094895386743,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,distance_to_q3_boundary,distance,lower,207,4.136769427093382,2.717193852026301,1.419575575067081,1.5224417735261901,0.1414663000304814,10.034726113294887,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,distance_to_q8_boundary,distance,lower,207,4.2587375303487836,2.2963313272290997,1.9624062031196838,1.854583212731609,0.1359692231130183,14.432723510441198,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,rsa,continuous,two-sided,207,0.18642515274036223,0.33974725438370423,-0.153322101643342,0.5487171723537083,0.008070675454553393,-18.997431194787946,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,exposed_rsa_ge025,binary,two-sided,207,0.3188903077756446,0.5913595724556615,-0.2724692646800169,0.5392494222278851,0.017214990697236084,-15.827441877372761,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,disorder,continuous,upper,207,0.010828955553964324,0.05468861847178193,-0.04385966291781761,0.19801113753772764,0.004966604661515524,-8.830914861750673,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,disorder_ge05,binary,upper,207,0.0,0.030547052346157205,-0.030547052346157205,0.0,0.006626198171248388,-4.610042071893254,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,interface,binary,two-sided,207,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,rigidity_supporting,torsion_change_from_previous,continuous,upper,207,7.974013942752964,47.33558006678306,-39.3615661240301,0.1684570872798619,2.219290756438074,-17.736101504430533,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
esm2_frozen_bilstm_attn,test,1,flexibility_supporting,neq,continuous,flexibility-supporting higher,208,2.028562882453145,1.3655851280454103,0.6629777544077349,1.4854898759454627,0.023190158607404115,28.58875463646292,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,test,1,flexibility_supporting,flexible_neq_gt1,binary,flexibility-supporting higher,208,0.9420697153326946,0.5890925863635476,0.352977128969147,1.599187864760046,0.01536749201743417,22.969078400606957,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,test,1,flexibility_supporting,neq_top10_within_protein,binary,flexibility-supporting higher,208,0.35545684888776247,0.10345474432560005,0.25200210456216243,3.4358680329733713,0.009936901738756245,25.36022909226275,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,test,1,flexibility_supporting,neq_peak,binary,flexibility-supporting higher,208,0.18865154529803105,0.07243249272473358,0.11621905257329747,2.6045154350129396,0.008466214865130625,13.727392279159258,0.000999000999000999,1.0,0.000999000999000999,0.0022419139302256186,1.0,0.0010981385027186554
esm2_frozen_bilstm_attn,test,1,flexibility_supporting,distance_to_neq_peak,distance,flexibility-supporting lower,208,2.5970033376413615,5.283965219162287,-2.6869618815209253,0.49148759121716684,0.17088928532305914,-15.723407564384946,1.0,0.000999000999000999,0.000999000999000999,1.0,0.002147106624718565,0.0010981385027186554
