condition,split,catalog_scope,sign,analysis_component,metric,estimate_equal_protein_mean,bootstrap_ci_lower_95,bootstrap_ci_upper_95,n_protein_rows,n_finite_protein_rows,n_bootstrap,test_set_primary,direction
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,median_matched_interval_iou,0.6077010708589654,0.5696415371244917,0.6411181700244204,208,57,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,observed_only_bands,5.4951923076923075,4.9951923076923075,6.033774038461537,208,208,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,observed_only_bands,5.418269230769231,4.9085336538461535,5.951923076923077,208,208,2000,True,
esm2_top4_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,uniform_only_bands,0.014423076923076924,0.0,0.03365384615384615,208,208,2000,True,
esm2_top4_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,uniform_only_bands,0.004807692307692308,0.0,0.014423076923076924,208,208,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,fraction_observed_iou_ge_0_25,0.5213995627930054,0.4589061618415754,0.5834088868402391,208,183,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,fraction_observed_iou_ge_0_25,0.47070757945757946,0.4063979251822657,0.5330957514359768,208,180,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,fraction_observed_iou_ge_0_5,0.4732727048300818,0.4120320063622413,0.5292235029143961,208,183,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,fraction_observed_iou_ge_0_5,0.4240803949137283,0.36438378569452934,0.48415978750364613,208,180,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,fraction_observed_iou_ge_0_75,0.10201026963322045,0.07121805102643568,0.13390774734001104,208,183,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,fraction_observed_iou_ge_0_75,0.08176780010113344,0.05412210520926445,0.11340439859759555,208,180,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,fraction_uniform_iou_ge_0_25,0.9257142857142858,0.8835509672619046,0.9609944581280787,208,125,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,fraction_uniform_iou_ge_0_25,0.9253312629399586,0.8824613673139158,0.9651494412623539,208,115,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,fraction_uniform_iou_ge_0_5,0.8372952380952381,0.7854493013791665,0.8835972791147519,208,125,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,fraction_uniform_iou_ge_0_5,0.823008971704624,0.7646014317889317,0.8737804524925752,208,115,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,fraction_uniform_iou_ge_0_75,0.1891015873015873,0.1393108951021795,0.24089758601972266,208,125,2000,True,
