condition,split,sign,mechanism_class,n_proteins,n_bands,fraction_high_receivers_long_range_macro_mean,fraction_positive_directional_mass_long_range_macro_mean,fraction_attention_mass_long_range_macro_mean
esm3_top4_bilstm_attn,train,-1,combined,546,2070,0.5678176973693368,0.6568877219728548,0.6644593034289357
esm3_top4_bilstm_attn,train,-1,evidence_dominated,787,2900,0.6342544415255063,0.6725645496452883,0.6513174224613859
esm3_top4_bilstm_attn,train,-1,not_magnitude_enriched,176,236,0.8137555825861597,0.8233371701877555,0.7337710205116182
esm3_top4_bilstm_attn,train,-1,unclassified,94,200,0.43403684333521036,0.4681120743186293,0.496680198516311
esm3_top4_bilstm_attn,train,1,combined,924,4609,0.57443020992447,0.6816784538035303,0.6825835894526856
esm3_top4_bilstm_attn,train,1,consultation_dominated,117,177,0.6658944011050192,0.7477899160454328,0.7401211123734459
esm3_top4_bilstm_attn,train,1,evidence_dominated,328,525,0.7286774705183043,0.7743608779835668,0.7452669943632446
esm3_top4_bilstm_attn,train,1,not_magnitude_enriched,85,105,0.8853491968304699,0.8691467462903774,0.8021828812565553
esm3_top4_bilstm_attn,train,1,unclassified,209,323,0.5394797503580674,0.6403818607626428,0.638255199906748
esm3_top4_bilstm_attn,validation,-1,combined,128,433,0.5392226400943426,0.6393188790206693,0.6516200427495265
esm3_top4_bilstm_attn,validation,-1,evidence_dominated,183,609,0.657870479712283,0.6885895221781765,0.6662874689391479
esm3_top4_bilstm_attn,validation,-1,not_magnitude_enriched,45,65,0.8142318048489392,0.8134108446311556,0.7207931587528298
esm3_top4_bilstm_attn,validation,-1,unclassified,19,61,0.5204836261249605,0.6020317387904001,0.5956693539984895
esm3_top4_bilstm_attn,validation,1,combined,204,983,0.588112112381074,0.7048776951349299,0.7057442777275036
esm3_top4_bilstm_attn,validation,1,consultation_dominated,26,38,0.640433459995507,0.7356475596787736,0.7174243992895138
esm3_top4_bilstm_attn,validation,1,evidence_dominated,69,113,0.7990328099448698,0.82391666638372,0.7849636726483915
esm3_top4_bilstm_attn,validation,1,not_magnitude_enriched,29,31,0.8753972819082617,0.8866434857642761,0.7643157231408139
esm3_top4_bilstm_attn,validation,1,unclassified,44,79,0.590604588974876,0.6910507081771247,0.6923463021717864
