condition,split,sign,mechanism_class,feature,n_proteins,n_bands,high_minus_low_macro_protein_mean,ci95_low,ci95_high,inference_eligible,protein_sign_p_two_sided,protein_sign_q_bh
esm2_frozen_bilstm_attn,test,1,unclassified,normalized_query_position,36,62,-0.04811696047551851,-0.11060987483002369,0.014375953878986679,True,0.4050322461407632,0.4866432211094245
esm2_frozen_bilstm_attn,test,1,unclassified,query_in_any_band,36,62,0.3541269088983249,0.24319352063344502,0.46506029716320474,True,7.916241884231567e-09,2.1974395575194523e-08
esm2_frozen_bilstm_attn,test,1,unclassified,rsa,36,62,0.06831784137236913,0.02143145772493482,0.11520422501980343,True,0.00031255115754902363,0.000653516056693413
esm2_frozen_bilstm_attn,test,1,unclassified,torsion_change_from_previous,36,62,11.015930169918878,-3.611210554545954,25.643070894383712,True,0.4050322461407632,0.4866432211094245
esm2_frozen_bilstm_attn,test,-1,not_magnitude_enriched,absolute_sequence_separation,12,14,10.938515428024354,-1.3616439492472203,23.23867480529593,True,0.14599609375,0.20801213357300885
esm2_frozen_bilstm_attn,test,-1,not_magnitude_enriched,disorder,12,14,0.07882997694439381,0.0024794822573563635,0.15518047163143125,True,0.3876953125,0.4764804985687023
esm2_frozen_bilstm_attn,test,-1,not_magnitude_enriched,neq,12,14,-0.634767626711626,-0.9673329945399342,-0.30220225888331786,True,0.00048828125,0.0009951048259493672
esm2_frozen_bilstm_attn,test,-1,not_magnitude_enriched,normalized_query_position,12,14,-0.02141398662803935,-0.0983523281326108,0.055524354876532095,True,0.3876953125,0.4764804985687023
esm2_frozen_bilstm_attn,test,-1,not_magnitude_enriched,query_in_any_band,12,14,0.012793355220402258,-0.2514304655055444,0.2770171759463489,True,1.0,1.0
esm2_frozen_bilstm_attn,test,-1,not_magnitude_enriched,rsa,12,14,-0.05385863392747187,-0.10465381945348678,-0.0030634484014569682,True,0.14599609375,0.20801213357300885
esm2_frozen_bilstm_attn,test,-1,not_magnitude_enriched,torsion_change_from_previous,12,14,-16.39973094886508,-41.36303232613405,8.563570428403882,True,0.14599609375,0.20801213357300885
esm2_frozen_bilstm_attn,test,1,consultation_dominated,absolute_sequence_separation,6,8,1.4477085025929564,,,False,,
esm2_frozen_bilstm_attn,test,1,consultation_dominated,disorder,6,8,-0.12090725119982525,,,False,,
esm2_frozen_bilstm_attn,test,1,consultation_dominated,neq,6,8,0.6922064542259102,,,False,,
esm2_frozen_bilstm_attn,test,1,consultation_dominated,normalized_query_position,6,8,-0.037682906893233205,,,False,,
esm2_frozen_bilstm_attn,test,1,consultation_dominated,query_in_any_band,6,8,0.2950634378330456,,,False,,
esm2_frozen_bilstm_attn,test,1,consultation_dominated,rsa,6,8,0.06465559049704961,,,False,,
esm2_frozen_bilstm_attn,test,1,consultation_dominated,torsion_change_from_previous,6,8,30.562998855637307,,,False,,
esm2_frozen_bilstm_attn,test,1,not_magnitude_enriched,absolute_sequence_separation,4,5,7.669515673945098,,,False,,
esm2_frozen_bilstm_attn,test,1,not_magnitude_enriched,disorder,4,5,-0.06703564675686882,,,False,,
esm2_frozen_bilstm_attn,test,1,not_magnitude_enriched,neq,4,5,0.4811425567102585,,,False,,
esm2_frozen_bilstm_attn,test,1,not_magnitude_enriched,normalized_query_position,4,5,-0.013289924002378134,,,False,,
esm2_frozen_bilstm_attn,test,1,not_magnitude_enriched,query_in_any_band,4,5,0.40533483693215355,,,False,,
esm2_frozen_bilstm_attn,test,1,not_magnitude_enriched,rsa,4,5,0.09550765453000389,,,False,,
