condition,split,sign,label,metric,metric_description,n_proteins,n_bands,case_macro_protein_mean,control_macro_protein_mean,case_minus_control_macro_mean,ci95_low,ci95_high,inference_eligible,wilcoxon_p_two_sided,wilcoxon_q_bh
esm3_frozen_bilstm_attn,test,-1,rigidity_supporting,directional_influence,sign * I_j,180,752,0.017653381015536804,0.0025648638380645406,0.015088517177472217,0.013760911457239804,0.016416122897704628,True,2.734791969022842e-31,3.786635034031627e-31
esm3_frozen_bilstm_attn,test,-1,rigidity_supporting,log_abs_evidence,log absolute intrinsic evidence,180,752,0.6542020139274416,-0.5619043564704549,1.2161063703978963,1.183483045542428,1.2487296952533646,True,2.734791969022842e-31,3.786635034031627e-31
esm3_frozen_bilstm_attn,test,-1,rigidity_supporting,log_abs_influence,log absolute signed influence,180,752,-4.314060261823404,-6.364617462520299,2.050557200696894,2.0020134537540035,2.099100947639785,True,2.734791969022842e-31,3.786635034031627e-31
esm3_frozen_bilstm_attn,test,-1,rigidity_supporting,log_attention_breadth,log attention column mean,180,752,-4.968262278114615,-5.80271310625422,0.834450828139605,0.7947715552642138,0.8741301010149962,True,3.0746665334404435e-31,4.150799820144599e-31
esm3_frozen_bilstm_attn,test,1,flexibility_supporting,attention_breadth,attention column mean B_j,206,1104,0.017651972998687922,0.005464488620460863,0.012187484378227012,0.011090717148254535,0.01328425160819949,True,1.4917535432629874e-35,2.8264803977614495e-35
esm3_frozen_bilstm_attn,test,1,flexibility_supporting,directional_evidence,sign * intrinsic signed evidence s_j,206,1104,1.2883270316762219,0.3531465421891696,0.9351804894870519,0.9100259505765781,0.9603350283975257,True,1.4917535432629874e-35,2.8264803977614495e-35
esm3_frozen_bilstm_attn,test,1,flexibility_supporting,directional_influence,sign * I_j,206,1104,0.02558080804033226,0.003029139523555087,0.02255166851677713,0.02045298391764231,0.024650353115911947,True,1.4917535432629874e-35,2.8264803977614495e-35
esm3_frozen_bilstm_attn,test,1,flexibility_supporting,log_abs_evidence,log absolute intrinsic evidence,206,1104,0.2130508991439881,-0.9883620823546613,1.2014129814986492,1.1704177650363006,1.2324081979609978,True,1.4917535432629874e-35,2.8264803977614495e-35
esm3_frozen_bilstm_attn,test,1,flexibility_supporting,log_abs_influence,log absolute signed influence,206,1104,-4.128267804478264,-6.467998797418882,2.339730992940617,2.2851626543909322,2.394299331490302,True,1.4917535432629874e-35,2.8264803977614495e-35
esm3_frozen_bilstm_attn,test,1,flexibility_supporting,log_attention_breadth,log attention column mean,206,1104,-4.341318703083714,-5.479636716396619,1.1383180133129052,1.1038216427672844,1.1728143838585259,True,1.4917535432629874e-35,2.8264803977614495e-35
esm3_frozen_bilstm_attn,train,-1,rigidity_supporting,attention_breadth,attention column mean B_j,784,3419,0.00918741579764575,0.0038553080756699954,0.005332107721975707,0.005075580595444145,0.005588634848507268,True,5.764174117297256e-130,2.075102682227012e-129
esm3_frozen_bilstm_attn,train,-1,rigidity_supporting,directional_evidence,sign * intrinsic signed evidence s_j,784,3419,1.9621700699721818,0.635960003696481,1.3262100662757008,1.3123335975183033,1.3400865350330984,True,5.654826050035442e-130,2.075102682227012e-129
esm3_frozen_bilstm_attn,train,-1,rigidity_supporting,directional_influence,sign * I_j,784,3419,0.018851213830907373,0.0025657230666252025,0.01628549076428212,0.015532798209060174,0.017038183319504064,True,5.654826050035442e-130,2.075102682227012e-129
esm3_frozen_bilstm_attn,train,-1,rigidity_supporting,log_abs_evidence,log absolute intrinsic evidence,784,3419,0.653809250611381,-0.5720897045365279,1.225898955147909,1.2100949697964458,1.241702940499372,True,5.654826050035442e-130,2.075102682227012e-129
esm3_frozen_bilstm_attn,train,-1,rigidity_supporting,log_abs_influence,log absolute signed influence,784,3419,-4.286046757667899,-6.394452441610219,2.1084056839423186,2.087573551183354,2.1292378167012833,True,5.654826050035442e-130,2.075102682227012e-129
esm3_frozen_bilstm_attn,train,-1,rigidity_supporting,log_attention_breadth,log attention column mean,784,3419,-4.93985600859642,-5.8223627374500815,0.882506728853662,0.8641259071654551,0.9008875505418689,True,5.764174117297256e-130,2.075102682227012e-129
esm3_frozen_bilstm_attn,train,1,flexibility_supporting,attention_breadth,attention column mean B_j,949,5171,0.019712182199351436,0.0061814632905391525,0.013530718908812238,0.012884517946189456,0.01417691987143502,True,6.904246571814095e-157,2.485528765853074e-155
esm3_frozen_bilstm_attn,train,1,flexibility_supporting,directional_evidence,sign * intrinsic signed evidence s_j,949,5171,1.347891405556309,0.4071463112652245,0.9407450942910844,0.9264748171491196,0.9550153714330493,True,6.904246571814095e-157,2.485528765853074e-155
esm3_frozen_bilstm_attn,train,1,flexibility_supporting,directional_influence,sign * I_j,949,5171,0.029612436860422555,0.00387772898664667,0.02573470787377584,0.024454754707172965,0.027014661040378713,True,6.904246571814095e-157,2.485528765853074e-155
esm3_frozen_bilstm_attn,train,1,flexibility_supporting,log_abs_evidence,log absolute intrinsic evidence,949,5171,0.26344027909174694,-0.8733441095046415,1.1367843885963884,1.1203866656475212,1.1531821115452556,True,6.904246571814095e-157,2.485528765853074e-155
esm3_frozen_bilstm_attn,train,1,flexibility_supporting,log_abs_influence,log absolute signed influence,949,5171,-4.018776788898118,-6.314457725734435,2.2956809368363165,2.267682730292367,2.3236791433802657,True,6.904246571814095e-157,2.485528765853074e-155
esm3_frozen_bilstm_attn,train,1,flexibility_supporting,log_attention_breadth,log attention column mean,949,5171,-4.2822170673461715,-5.441113616033947,1.1588965486877754,1.1410039604774749,1.1767891368980758,True,6.904246571814095e-157,2.485528765853074e-155
esm3_frozen_bilstm_attn,validation,-1,rigidity_supporting,attention_breadth,attention column mean B_j,174,731,0.008706462517374496,0.003738001831650143,0.004968460685724303,0.0045060021832380925,0.005430919188210513,True,2.6844190207248402e-30,2.958339328962069e-30
esm3_frozen_bilstm_attn,validation,-1,rigidity_supporting,directional_evidence,sign * intrinsic signed evidence s_j,174,731,1.9654083413497594,0.6600102149632565,1.3053981263865027,1.2719626740909955,1.3388335786820098,True,2.6383244325360894e-30,2.9224516791168988e-30
esm3_frozen_bilstm_attn,validation,-1,rigidity_supporting,directional_influence,sign * I_j,174,731,0.017915435606435118,0.0025449066658427126,0.015370528940592357,0.014018487748582683,0.016722570132602033,True,2.6383244325360894e-30,2.9224516791168988e-30
esm3_frozen_bilstm_attn,validation,-1,rigidity_supporting,log_abs_evidence,log absolute intrinsic evidence,174,731,0.6565894873739669,-0.5584546226649861,1.2150441100389529,1.183280662656182,1.2468075574217237,True,2.6383244325360894e-30,2.9224516791168988e-30
esm3_frozen_bilstm_attn,validation,-1,rigidity_supporting,log_abs_influence,log absolute signed influence,174,731,-4.2947403070881975,-6.350515890903455,2.0557755838152576,2.0091923354460737,2.1023588321844415,True,2.6383244325360894e-30,2.9224516791168988e-30
esm3_frozen_bilstm_attn,validation,-1,rigidity_supporting,log_attention_breadth,log attention column mean,174,731,-4.95132979315364,-5.792061268300744,0.8407314751471047,0.8060782879565201,0.8753846623376892,True,2.6383244325360894e-30,2.9224516791168988e-30
esm3_frozen_bilstm_attn,validation,1,flexibility_supporting,attention_breadth,attention column mean B_j,205,1078,0.016963101224033505,0.005376948342064797,0.01158615288196866,0.010570833571856446,0.012601472192080874,True,2.1757012366140644e-35,3.560238387186651e-35
esm3_frozen_bilstm_attn,validation,1,flexibility_supporting,directional_evidence,sign * intrinsic signed evidence s_j,205,1078,1.303297425434428,0.3825895549085762,0.9207078705258522,0.8928097129146629,0.9486060281370415,True,2.1757012366140644e-35,3.560238387186651e-35
esm3_frozen_bilstm_attn,validation,1,flexibility_supporting,directional_influence,sign * I_j,205,1078,0.025070683917053575,0.003295087578490679,0.02177559633856286,0.019718737232528018,0.0238324554445977,True,2.1757012366140644e-35,3.560238387186651e-35
esm3_frozen_bilstm_attn,validation,1,flexibility_supporting,log_abs_evidence,log absolute intrinsic evidence,205,1078,0.22473086056049926,-0.9333182499655749,1.1580491105260742,1.1261611321436436,1.1899370889085048,True,2.1757012366140644e-35,3.560238387186651e-35
esm3_frozen_bilstm_attn,validation,1,flexibility_supporting,log_abs_influence,log absolute signed influence,205,1078,-4.13282477511531,-6.417326013113451,2.28450123799814,2.2247653336286817,2.3442371423675983,True,2.1757012366140644e-35,3.560238387186651e-35
esm3_frozen_bilstm_attn,validation,1,flexibility_supporting,log_attention_breadth,log attention column mean,205,1078,-4.357555635393043,-5.484007764024455,1.1264521286314124,1.0882705660991874,1.1646336911636375,True,2.1757012366140644e-35,3.560238387186651e-35
esm3_top28_bilstm_attn,test,-1,rigidity_supporting,attention_breadth,attention column mean B_j,180,750,0.00850961159441961,0.004028651825294998,0.004480959769124564,0.003989653022551079,0.004972266515698049,True,3.023660215046087e-31,4.150799820144599e-31
esm3_top28_bilstm_attn,test,-1,rigidity_supporting,directional_evidence,sign * intrinsic signed evidence s_j,180,750,2.4015192313760614,0.8072738713265758,1.594245360049486,1.5574333629916495,1.6310573571073224,True,2.734791969022842e-31,3.786635034031627e-31
esm3_top28_bilstm_attn,test,-1,rigidity_supporting,directional_influence,sign * I_j,180,750,0.020983928585869307,0.0033455922648377564,0.017638336321031498,0.015899875315190833,0.019376797326872162,True,2.734791969022842e-31,3.786635034031627e-31
esm3_top28_bilstm_attn,test,-1,rigidity_supporting,log_abs_evidence,log absolute intrinsic evidence,180,750,0.8595375444621757,-0.3247598504908343,1.18429739495301,1.1522581208362825,1.2163366690697375,True,2.734791969022842e-31,3.786635034031627e-31
esm3_top28_bilstm_attn,test,-1,rigidity_supporting,log_abs_influence,log absolute signed influence,180,750,-4.120599575539727,-6.065029809186601,1.944430233646874,1.9015233127709947,1.9873371545227532,True,2.734791969022842e-31,3.786635034031627e-31
esm3_top28_bilstm_attn,test,-1,rigidity_supporting,log_attention_breadth,log attention column mean,180,750,-4.980137122209491,-5.740269958970939,0.760132836761447,0.7245319880959533,0.7957336854269408,True,3.0746665334404435e-31,4.150799820144599e-31
esm3_top28_bilstm_attn,test,1,flexibility_supporting,attention_breadth,attention column mean B_j,201,1106,0.017638327837889357,0.005363608406770985,0.012274719431118323,0.010994960240952428,0.013554478621284219,True,9.84597427854355e-35,1.4768961417815325e-34
esm3_top28_bilstm_attn,test,1,flexibility_supporting,directional_evidence,sign * intrinsic signed evidence s_j,201,1106,1.5918392085652189,0.35466586476406065,1.237173343801158,1.196129122799972,1.2782175648023442,True,9.84597427854355e-35,1.4768961417815325e-34
esm3_top28_bilstm_attn,test,1,flexibility_supporting,directional_influence,sign * I_j,201,1106,0.031379409609254096,0.0033101882731229153,0.028069221336131146,0.025035416299142882,0.03110302637311941,True,9.84597427854355e-35,1.4768961417815325e-34
esm3_top28_bilstm_attn,test,1,flexibility_supporting,log_abs_evidence,log absolute intrinsic evidence,201,1106,0.4314033010198462,-0.7543329943361619,1.185736295356008,1.1496761367865607,1.2217964539254553,True,9.84597427854355e-35,1.4768961417815325e-34
